Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Traffic_Type,Label
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:22:53 PM,94932123,12,11,2333,2543,835,0,194.4166667,261.971011,1460,0,231.1818182,459.0820881,51.36301439,0.24227837,4315096.5,9715053.781,29620214,15,94932049,8630186.273,12547737.35,29620232,64,94932105,9493210.5,12878005.32,29620273,151,1,0,0,0,240,220,0.126406106,0.115872264,0,1460,206.7083333,354.2103869,125464.9982,0,0,0,11,23,0,0,0,0,215.6956522,194.4166667,231.1818182,0,0,0,0,8,4200,0,101,0,110,2640,3346,7,20,0,0,0,0,1437770000000000.0,17685789.27,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:22:46 PM,90884436,9,9,2911,1060,1460,0,323.4444444,604.5188399,498,0,117.7777778,215.3397187,43.69284968,0.198053713,5346143.294,14901966.11,44999353,10,90884040,11360505.0,20724657.82,44999607,133,90884177,11360522.13,20724644.87,44999749,10,0,0,0,0,180,180,0.099026857,0.099026857,0,1460,209.0,442.9049309,196164.7778,0,0,0,6,18,0,0,0,1,220.6111111,323.4444444,117.7777778,0,0,0,0,7,3927,0,161,0,58,14626,5386,4,20,0,0,0,0,1437770000000000.0,16598727.11,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.238-46221-443-6,10.152.152.11,46221,173.194.40.238,443,6,24/07/2015 04:23:09 PM,91408271,19,19,2051,5486,1429,0,107.9473684,324.3805162,1460,0,288.7368421,461.2603317,82.45424531,0.415717304,2470493.811,10326618.15,45159625,11,91407814,5078211.889,14553639.62,45160102,162,91407792,5078210.667,14553631.56,45160082,168,0,0,0,0,392,392,0.207858652,0.207858652,0,1460,193.2564103,399.7547089,159803.8273,0,2,0,15,37,0,0,0,1,198.3421053,107.9473684,288.7368421,0,0,0,0,16,6058,0,53,0,144,14600,1229,7,20,0,0,0,0,1437770000000000.0,18113471.99,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/2015 04:23:25 PM,90112599,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.066583364,18022519.8,24677830.34,45055857,233,90112087,45056043.5,65.76093065,45056090,45055997,90112366,45056183.0,100.4091629,45056254,45056112,0,0,0,0,60,60,0.033291682,0.033291682,0,0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1437770000000000.0,36787686.2,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:23:49 PM,118280966,296,305,169743,27048,1460,0,573.4560811,608.0583141,890,0,88.68196721,180.5409101,1663.758816,5.081121843,197134.9433,667770.5128,5060648,4,118280733,400951.6373,913129.7437,5061034,17,118280632,389081.0263,898612.0913,5061002,9,0,0,0,0,5920,6100,2.502515916,2.578605927,0,1460,329.320598,508.7634239,258840.2215,0,0,0,236,601,0,0,0,1,329.8685524,573.4560811,88.68196721,0,0,0,0,11,4714,0,282,0,45,21142,8323,215,20,0,0,0,0,1440000000000000.0,34881838.89,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:23:51 PM,119877856,268,252,13122,133549,498,0,48.96268657,75.99885735,1460,0,529.9563492,585.421905,1223.503697,4.337748583,230978.5279,1036501.797,10438823,5,119839339,448836.4757,1413832.532,10439167,5,119839420,477447.8884,1455411.396,10439138,42,1,0,0,0,5360,5040,2.235608885,2.102139698,0,1460,281.8445298,475.6064194,226201.4662,0,0,0,225,520,0,0,0,0,282.3865385,48.96268657,529.9563492,0,0,0,0,15,4370,0,25,0,256,21627,9520,103,20,0,0,0,0,1437770000000000.0,35996559.34,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:24:00 PM,119997013,3743,3285,254501,468837,361,0,67.9938552,53.6161129,1460,0,142.7205479,196.0538728,6027.966713,58.56812452,17076.56368,17350.84907,120559,12,119997013,32067.61438,23740.35908,134683,72,119940264,36522.61389,23239.07756,133056,94,1,0,0,0,74860,65700,31.1924431,27.37568143,0,1460,102.9590269,144.5365979,20890.82814,0,0,0,4554,7028,0,0,0,0,102.9736767,67.9938552,142.7205479,0,0,0,0,4555,6027,0,36,0,66,5292,5292,2805,20,0,0,0,0,1437770000000000.0,34484093.11,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:24:58 PM,99685734,22,22,3963,4649,835,0,180.1363636,236.6957652,1460,0,211.3181818,446.2718994,86.39149911,0.44138713,2318272.884,6592200.13,27038682,12,99685667,4746936.524,8900552.914,27038682,12,99685631,4746934.81,8903133.524,27077600,55,1,0,0,0,440,440,0.220693565,0.220693565,0,1460,193.2666667,349.7251128,122307.6545,0,0,0,20,44,0,0,0,1,197.6590909,180.1363636,211.3181818,0,0,0,0,8,3517,0,90,0,105,2640,3346,14,20,0,0,0,0,1437770000000000.0,27092211.86,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/2015 04:24:52 PM,119776430,19,19,7704,680,1460,0,405.4736842,567.9964171,271,0,35.78947368,76.08151984,69.99707705,0.317257744,3237200.811,10629682.62,45048250,17,119775959,6654219.944,14669985.98,45048574,103,119775978,6654221.0,14669870.92,45048768,19,0,0,0,0,380,380,0.158628872,0.158628872,0,1460,214.974359,437.0087008,190976.6046,0,0,0,13,38,0,0,0,1,220.6315789,405.4736842,35.78947368,0,0,0,0,8,5636,0,202,0,17,2640,2970,11,20,0,0,0,0,1437770000000000.0,32405844.97,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-64.233.165.93-54040-443-6,10.152.152.11,54040,64.233.165.93,443,6,24/07/2015 04:24:52 PM,91414816,26,26,9306,6353,1460,0,357.9230769,573.6469941,1460,0,244.3461538,419.5711089,171.296084,0.568835581,1792447.373,8826569.711,45095758,9,91414378,3656575.12,12458375.83,45096035,47,91414472,3656578.88,12458424.14,45096196,9,0,0,0,0,532,532,0.284417791,0.284417791,0,1460,295.4528302,497.7726762,247777.6372,0,2,0,18,51,0,0,0,1,301.1346154,357.9230769,244.3461538,0,0,0,0,23,11928,0,178,0,122,14600,2221,13,20,0,0,0,0,1437770000000000.0,15474233.69,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.231-44943-443-6,10.152.152.11,44943,173.194.40.231,443,6,24/07/2015 04:24:53 PM,93048076,29,33,2345,7598,565,0,80.86206897,122.3565411,1460,0,230.2424242,381.1904077,106.8587383,0.666322214,1525378.295,8073030.228,45014231,16,93047879,3323138.536,11774578.86,45014705,55,93047666,2907739.563,11045189.56,45014428,57,0,0,0,0,592,672,0.311666842,0.354655372,0,1460,157.8253968,296.178158,87721.50128,0,2,0,28,61,0,0,0,1,160.3709677,80.86206897,230.2424242,0,0,0,0,30,3284,0,37,0,122,14600,1400,15,20,0,0,0,0,1437770000000000.0,14407376.96,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:25:02 PM,90112575,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.066583382,18022515.0,24677804.15,45055697,318,90112035,45056017.5,9.192388155,45056024,45056011,90112248,45056124.0,154.1492783,45056233,45056015,0,0,0,0,60,60,0.033291691,0.033291691,0,0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14626,5386,0,20,0,0,0,0,1437770000000000.0,36787691.1,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.118-41313-443-6,10.152.152.11,41313,173.194.33.118,443,6,24/07/2015 04:27:17 PM,14749400,4,3,0,154,0,0,0.0,0.0,85,0,51.33333333,45.17004907,10.44110269,0.474595577,2458233.333,5956431.802,14616524,35,14749400,4916466.667,8435008.809,14656232,736,14748343,7374171.5,10242233.13,14616524,131819,0,0,0,0,80,60,0.271197472,0.203398104,0,85,19.25,35.89966176,1288.785714,1,0,0,2,7,0,0,0,0,22.0,0.0,51.33333333,0,0,0,0,0,0,0,0,0,22,14626,5386,0,20,0,0,0,0,1437770000000000.0,7310577.568,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:25:49 PM,119332254,311,324,175405,27239,1460,0,564.0032154,606.9438221,821,0,84.07098765,177.0679092,1698.149437,5.32127718,188221.2208,634229.8461,4460816,4,119331876,384941.5355,868318.8917,4461077,36,119331982,369448.8607,850957.3178,4461082,7,0,0,0,0,6220,6480,2.606168823,2.715108356,0,1460,320.918239,505.3648869,255393.6689,0,0,0,253,635,0,0,0,1,321.423622,564.0032154,84.07098765,0,0,0,0,12,4503,0,276,0,42,21142,8323,223,20,0,0,0,0,1437770000000000.0,34475635.99,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:25:51 PM,119701082,256,244,11320,125723,308,0,44.21875,62.66549071,1460,0,515.2581967,588.263542,1144.876869,4.177071683,239881.9279,1156367.881,9574056,8,119701082,469416.0078,1585738.989,9574490,8,119700808,492595.9177,1623823.626,9574317,25,1,0,0,0,5120,4880,2.138660702,2.038410981,0,1460,273.8143713,475.0363644,225659.5475,0,0,0,215,500,0,0,0,0,274.362,44.21875,515.2581967,0,0,0,0,19,4450,0,22,0,251,21627,9520,103,20,0,0,0,0,1437770000000000.0,34514402.31,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/2015 04:25:40 PM,90112443,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.06658348,18022488.6,24677790.37,45056571,264,90112006,45056003.0,1418.456203,45057006,45055000,90112008,45056004.0,1175.21147,45056835,45055173,0,0,0,0,60,60,0.03329174,0.03329174,0,0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1437770000000000.0,36787679.26,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:26:00 PM,119992621,3589,3163,218073,415840,192,0,60.76149345,53.27738627,1460,0,131.4701233,192.7562637,5282.93319,56.27012681,17774.0514,18610.74939,147895,4,119992621,33442.75948,24744.22333,148398,157,119815670,37892.36875,24694.30007,148468,136,1,0,0,0,71780,63260,29.91017256,26.35995425,0,1460,93.89752703,141.9655768,20154.22498,0,0,0,4252,6752,0,0,0,0,93.91143365,60.76149345,131.4701233,0,0,0,0,4254,5282,0,32,0,61,5292,5960,2555,20,0,0,0,0,1437770000000000.0,34251209.64,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.238-46221-443-6,10.152.152.11,46221,173.194.40.238,443,6,24/07/2015 04:25:26 PM,110697866,14,13,2654,632,1189,0,189.5714286,424.5688699,165,0,48.61538462,67.22665451,29.68440241,0.243907141,4257610.231,12551945.75,45055572,23,110657618,8512124.462,17000569.54,45055967,381,110697471,9224789.25,17561280.25,45056049,660,0,0,0,0,280,260,0.126470369,0.117436772,0,1189,117.3571429,307.0654671,94289.20106,0,0,0,11,27,0,0,0,0,121.7037037,189.5714286,48.61538462,0,0,0,0,5,4331,0,98,0,23,2257,1594,6,20,0,0,0,0,1437770000000000.0,33476921.14,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-64.233.165.93-54040-443-6,10.152.152.11,54040,64.233.165.93,443,6,24/07/2015 04:27:08 PM,104706269,4,4,0,154,0,0,0.0,0.0,154,0,38.5,77.0,1.470781086,0.076404212,14958038.43,21239759.33,45055600,409,104706269,34902089.67,17587133.63,45056071,14594217,104704907,34901635.67,17587873.21,45056009,14592909,0,0,0,0,80,80,0.038202106,0.038202106,0,154,17.11111111,51.33333333,2635.111111,1,0,0,1,8,0,0,0,1,19.25,0.0,38.5,0,0,0,0,0,0,0,0,0,19,2622,2221,0,20,0,0,0,0,1437770000000000.0,41552224.09,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.40.231-44943-443-6,10.152.152.11,44943,173.194.40.231,443,6,24/07/2015 04:27:11 PM,104976853,4,4,0,154,0,0,0.0,0.0,154,0,38.5,77.0,1.466990061,0.076207276,14996693.29,21239228.29,45055605,370,104976853,34992284.33,17430910.15,45056037,14864803,104975369,34991789.67,17431704.58,45056003,14863391,0,0,0,0,80,80,0.038103638,0.038103638,0,154,17.11111111,51.33333333,2635.111111,1,0,0,1,8,0,0,0,1,19.25,0.0,38.5,0,0,0,0,0,0,0,0,0,19,2640,1400,0,20,0,0,0,0,1437770000000000.0,41629999.18,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
74.125.28.189-10.152.152.11-443-44097-6,74.125.28.189,443,10.152.152.11,44097,6,24/07/2015 04:27:07 PM,101859608,15,15,3271,2543,758,0,218.0666667,249.4082902,1460,0,169.5333333,402.1669637,57.07856249,0.294523026,3512400.276,8426778.355,28441212,20,101859586,7275684.714,11118948.97,28480227,88,101859523,7275680.214,11118214.35,28441232,105,1,0,0,0,300,300,0.147261513,0.147261513,0,1460,190.2903226,324.7727609,105477.3462,0,0,0,14,30,0,0,0,1,196.6333333,218.0666667,169.5333333,0,0,0,0,9,4614,0,109,0,84,2640,3346,10,20,0,0,0,0,1437770000000000.0,22448732.5,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.112.169-45235-443-6,10.152.152.11,45235,173.194.112.169,443,6,24/07/2015 04:27:06 PM,100264556,17,19,2313,5646,1349,0,136.0588235,321.9723339,1460,0,297.1578947,507.230417,79.37999546,0.359050111,2864701.6,10634615.87,45119461,0,100264185,6266511.563,15284517.88,45119979,21,100264149,5570230.5,14499594.65,45119832,23,0,0,0,0,352,392,0.169551442,0.18949867,0,1460,215.1081081,427.205375,182504.4324,0,2,0,14,35,0,0,0,1,221.0833333,136.0588235,297.1578947,0,0,0,0,13,5080,0,64,0,156,14600,1398,9,20,0,0,0,0,1437770000000000.0,20869835.44,1440000000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.33.105-34481-443-6,10.152.152.11,34481,173.194.33.105,443,6,24/07/2015 04:27:08 PM,104082143,25,26,12428,951,1460,0,497.12,616.2479425,271,0,36.57692308,72.61414357,128.542703,0.489997597,2081642.86,8938196.145,45072853,7,104081638,4336734.917,12649346.98,45073152,71,104081698,4163267.92,12413210.14,45073130,7,0,0,0,0,500,520,0.240194901,0.249802697,0,1460,285.3653846,511.7473346,261885.3345,0,0,0,19,51,0,0,0,1,290.9607843,497.12,36.57692308,0,0,0,0,8,4848,0,243,0,18,2640,2970,16,20,0,0,0,0,1437770000000000.0,29505481.3,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-216.58.216.142-57361-443-6,10.152.152.11,57361,216.58.216.142,443,6,24/07/2015 04:27:49 PM,116323317,306,312,164774,26265,1460,0,538.4771242,606.0717924,890,0,84.18269231,177.961958,1642.310458,5.312778349,188530.4976,661103.8453,4322399,5,116322905,381386.5738,904671.2932,4322610,16,116322992,374028.9132,894169.3516,4322834,5,0,0,0,0,6120,6240,2.630598988,2.682179361,0,1460,310.9838449,500.9515894,250952.4949,0,0,0,245,618,0,0,0,1,311.487055,538.4771242,84.18269231,0,0,0,0,12,5101,0,266,0,42,21142,8323,208,20,0,0,0,0,1437770000000000.0,34063293.32,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
173.194.33.97-10.152.152.11-443-56254-6,173.194.33.97,443,10.152.152.11,56254,6,24/07/2015 04:27:51 PM,119835500,244,233,11398,113822,485,0,46.71311475,70.55756539,1460,0,488.5064378,585.7576962,1044.932428,3.980456543,251755.2521,1183616.635,9561805,7,119835500,493150.2058,1622753.966,9562072,10,119797606,516368.9914,1658990.412,9562072,29,1,0,0,0,4880,4660,2.036124521,1.944332022,0,1460,262.1108787,467.187744,218264.3881,0,0,0,207,477,0,0,0,0,262.6603774,46.71311475,488.5064378,0,0,0,0,18,4492,0,23,0,238,21627,9520,104,20,0,0,0,0,1437770000000000.0,32811219.75,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-173.194.65.127-34702-19305-6,10.152.152.11,34702,173.194.65.127,19305,6,24/07/2015 04:28:00 PM,119986378,3367,3093,132544,572821,293,0,39.36560737,43.38162309,1460,0,185.1991594,223.6260185,5878.708998,53.83944501,18576.61836,19231.91798,121768,15,119986378,35646.57695,27414.47136,123541,104,119904349,38778.89683,25037.18776,153032,23,1,0,0,0,67340,61860,28.06151878,25.77792622,0,1460,109.2180777,173.8652532,30229.12627,0,0,0,3836,6460,0,0,0,0,109.2349845,39.36560737,185.1991594,0,0,0,0,3837,5878,0,20,0,88,5960,5960,2014,20,0,0,0,0,1437770000000000.0,34673563.18,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
10.152.152.11-74.125.136.188-50953-5228-6,10.152.152.11,50953,74.125.136.188,5228,6,24/07/2015 04:27:55 PM,90112991,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.066583075,18022598.2,24678046.33,45056329,264,90112704,45056352.0,466.6904756,45056682,45056022,90112727,45056363.5,357.0889245,45056616,45056111,0,0,0,0,60,60,0.033291537,0.033291537,0,0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2373,1315,0,20,0,0,0,0,1437770000000000.0,36787961.36,1437770000000000.0,1437770000000000.0,Non-Tor,AUDIO-STREAMING
